client_product,supplier_product,client_category,supplier_category,required_quantity,available_quantity,client_budget,supplier_unit_price,client_location,supplier_location,delivery_required,supplier_delivery_capability,match_label,label_rule
industrial sensors,power supply units,Electronics,Electronics,5796,8567,1144134,174,Mumbai,Mumbai,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,power supply units,Electronics,Electronics,1397,3006,67983,33,Pune Maharashtra,Pune Maharashtra,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,steel brackets,Electronics,Raw Materials,3674,3774,293920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,industrial metal components,Electronics,Logistics,2245,2345,179600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,steel and aluminum mechanical parts,Electronics,Textiles,3383,3483,270640,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,galvanized steel fasteners,Electronics,Raw Materials,548,648,43840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,stainless steel fittings,Electronics,Raw Materials,1440,1540,115200,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,printed circuit boards,Electronics,Electronics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial sensors,printed circuit boards,Electronics,Electronics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,printed circuit boards,Electronics,Electronics,4438,5495,991782,148,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,printed circuit boards,Electronics,Electronics,2003,4384,386312,171,Chennai,Pune,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,electronic control modules,Electronics,Electronics,3444,6607,121640,27,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,electronic control modules,Electronics,Electronics,2330,2566,502316,183,Pune,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,pcb assemblies,Electronics,Electronics,4176,6753,108778,22,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,pcb assemblies,Electronics,Electronics,4671,8504,933570,136,Mumbai,Mumbai,30 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,industrial sensors,Electronics,Electronics,3249,4676,799197,187,Chennai,Chennai,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,industrial sensors,Electronics,Electronics,3274,6862,494442,110,Pune Maharashtra,Pune Maharashtra,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,power supply units,Electronics,Electronics,3054,5073,438004,113,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,power supply units,Electronics,Electronics,3436,4946,202464,51,Mumbai,Mumbai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,palletized freight handling,Electronics,Packaging,2391,2491,191280,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,inland cargo transport,Electronics,Industrial Components,1140,1240,91200,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,warehouse logistics service,Electronics,Steel & Metals,3049,3149,243920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,road freight capacity,Electronics,Packaging,2369,2469,189520,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,printed circuit boards,Electronics,Electronics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
power supply units,printed circuit boards,Electronics,Electronics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,corrugated cartons,Packaging,Packaging,1777,3160,412511,146,Chennai,Chennai,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,corrugated cartons,Packaging,Packaging,4081,8524,722066,112,Chennai,Chennai,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,industrial packaging boxes,Packaging,Packaging,1056,1998,54576,40,Chennai,Chennai,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,industrial packaging boxes,Packaging,Packaging,5405,11795,369256,47,Mumbai,Mumbai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,protective packing material,Packaging,Packaging,535,586,33200,42,Chennai,Chennai,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,protective packing material,Packaging,Packaging,7891,17159,739000,63,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,custom cardboard cartons,Packaging,Packaging,4553,9622,1121845,164,Pune,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,custom cardboard cartons,Packaging,Packaging,3295,3873,888689,187,Chennai,Chennai,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,polymer resin pellets,Packaging,Textiles,3827,3927,306160,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,industrial raw polymer,Packaging,Textiles,4103,4203,328240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,plastic granules,Packaging,Logistics,720,820,57600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,commodity resin,Packaging,Steel & Metals,1555,1655,124400,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,corrugated cartons,Packaging,Packaging,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
corrugated cartons,corrugated cartons,Packaging,Packaging,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,corrugated cartons,Packaging,Packaging,5164,10518,681501,99,Mumbai,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,corrugated cartons,Packaging,Packaging,6197,12889,809226,92,Pune Maharashtra,Pune Maharashtra,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,industrial packaging boxes,Packaging,Packaging,6895,14006,1725067,182,Pune Maharashtra,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,industrial packaging boxes,Packaging,Packaging,4622,5850,907297,179,Pune Maharashtra,Pune Maharashtra,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,protective packing material,Packaging,Packaging,5882,12931,1004441,134,Pune,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,protective packing material,Packaging,Packaging,1900,3526,520782,199,Pune Maharashtra,Pune Maharashtra,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,custom cardboard cartons,Packaging,Packaging,7364,8870,304161,38,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,custom cardboard cartons,Packaging,Packaging,2763,4917,345706,101,Chennai,Chennai,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,palletized freight handling,Packaging,Industrial Components,2764,2864,221120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,inland cargo transport,Packaging,Electronics,4912,5012,392960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,warehouse logistics service,Packaging,Logistics,2060,2160,164800,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,road freight capacity,Packaging,Electronics,2238,2338,179040,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,corrugated cartons,Packaging,Packaging,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial packaging boxes,corrugated cartons,Packaging,Packaging,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,corrugated cartons,Packaging,Packaging,4703,9854,492015,78,Pune,Pune,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,corrugated cartons,Packaging,Packaging,4930,6873,1046812,173,Pune,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,industrial packaging boxes,Packaging,Packaging,511,866,53139,70,Mumbai,Mumbai,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,industrial packaging boxes,Packaging,Packaging,3787,8308,714813,126,Chennai,Chennai,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,protective packing material,Packaging,Packaging,4027,6831,236063,53,Pune Maharashtra,Pune Maharashtra,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,protective packing material,Packaging,Packaging,7665,11864,544248,45,Pune,Pune,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,custom cardboard cartons,Packaging,Packaging,884,994,73566,64,Chennai,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,custom cardboard cartons,Packaging,Packaging,2844,3351,412837,134,Mumbai,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,palletized freight handling,Packaging,Textiles,1859,1959,148720,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,inland cargo transport,Packaging,Electronics,2273,2373,181840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,warehouse logistics service,Packaging,Steel & Metals,2374,2474,189920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,road freight capacity,Packaging,Electronics,507,607,40560,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,corrugated cartons,Packaging,Packaging,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
protective packing material,corrugated cartons,Packaging,Packaging,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,corrugated cartons,Packaging,Packaging,1340,2736,87294,49,Pune Maharashtra,Pune Maharashtra,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,corrugated cartons,Packaging,Packaging,3576,6964,524700,97,Pune,Pune,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,industrial packaging boxes,Packaging,Packaging,2918,4674,600289,175,Pune Maharashtra,Pune Maharashtra,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,industrial packaging boxes,Packaging,Packaging,4119,6507,166234,28,Mumbai,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,protective packing material,Packaging,Packaging,855,1801,35507,36,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,protective packing material,Packaging,Packaging,5796,7696,1034943,131,Mumbai,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,custom cardboard cartons,Packaging,Packaging,6870,13955,900269,115,Chennai,Chennai,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,custom cardboard cartons,Packaging,Packaging,2683,5652,226705,65,Chennai,Chennai,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,palletized freight handling,Packaging,Raw Materials,3803,3903,304240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,inland cargo transport,Packaging,Electronics,1168,1268,93440,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,warehouse logistics service,Packaging,Raw Materials,2966,3066,237280,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,road freight capacity,Packaging,Industrial Components,1008,1108,80640,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,corrugated cartons,Packaging,Packaging,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
custom cardboard cartons,corrugated cartons,Packaging,Packaging,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,cotton fabric rolls,Textiles,Textiles,2723,4155,193421,58,Chennai,Chennai,45 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,cotton fabric rolls,Textiles,Textiles,723,774,152937,146,Mumbai,Mumbai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,industrial textile material,Textiles,Textiles,6694,13880,709555,77,Chennai,Chennai,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,industrial textile material,Textiles,Textiles,1577,1969,407602,162,Pune,Pune,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,woven cotton cloth,Textiles,Textiles,4650,8008,1031000,198,Pune,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,woven cotton cloth,Textiles,Textiles,7102,12535,398030,52,Mumbai,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,polyester fabric,Textiles,Textiles,3076,6187,453212,139,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,polyester fabric,Textiles,Textiles,2234,2997,396384,131,Pune Maharashtra,Pune Maharashtra,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,hydraulic fittings,Textiles,Raw Materials,3765,3865,301200,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,mechanical couplings,Textiles,Electronics,3051,3151,244080,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,industrial machine parts,Textiles,Raw Materials,3912,4012,312960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,precision machined components,Textiles,Steel & Metals,4925,5025,394000,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,cotton fabric rolls,Textiles,Textiles,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
cotton fabric rolls,cotton fabric rolls,Textiles,Textiles,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,cotton fabric rolls,Textiles,Textiles,3644,5982,1024682,189,Mumbai,Mumbai,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,cotton fabric rolls,Textiles,Textiles,7546,15643,344257,36,Pune Maharashtra,Pune Maharashtra,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,industrial textile material,Textiles,Textiles,1620,2033,350222,142,Chennai,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,industrial textile material,Textiles,Textiles,3069,5811,489329,104,Pune Maharashtra,Pune Maharashtra,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,woven cotton cloth,Textiles,Textiles,4377,8276,692274,116,Pune,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,woven cotton cloth,Textiles,Textiles,5746,11307,1111056,175,Pune Maharashtra,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,polyester fabric,Textiles,Textiles,6077,13224,1730653,197,Chennai,Chennai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,polyester fabric,Textiles,Textiles,5199,9098,548260,77,Pune,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,hydraulic fittings,Textiles,Packaging,2769,2869,221520,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,mechanical couplings,Textiles,Electronics,804,904,64320,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,industrial machine parts,Textiles,Packaging,2021,2121,161680,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,precision machined components,Textiles,Packaging,2132,2232,170560,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,cotton fabric rolls,Textiles,Textiles,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial textile material,cotton fabric rolls,Textiles,Textiles,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,cotton fabric rolls,Textiles,Textiles,6266,7752,384355,43,Pune,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,cotton fabric rolls,Textiles,Textiles,7661,8915,1234415,105,Pune Maharashtra,Pune,45 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,industrial textile material,Textiles,Textiles,7817,12900,541752,53,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,industrial textile material,Textiles,Textiles,838,1804,70929,64,Pune,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,woven cotton cloth,Textiles,Textiles,1515,2923,169452,73,Pune,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,woven cotton cloth,Textiles,Textiles,7884,16918,1109462,125,Pune Maharashtra,Pune Maharashtra,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,polyester fabric,Textiles,Textiles,3688,7459,189566,37,Mumbai,Pune,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,polyester fabric,Textiles,Textiles,1739,2146,93004,39,Mumbai,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,palletized freight handling,Textiles,Logistics,2170,2270,173600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,inland cargo transport,Textiles,Steel & Metals,2321,2421,185680,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,warehouse logistics service,Textiles,Steel & Metals,3920,4020,313600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,road freight capacity,Textiles,Steel & Metals,3975,4075,318000,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,cotton fabric rolls,Textiles,Textiles,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
woven cotton cloth,cotton fabric rolls,Textiles,Textiles,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,cotton fabric rolls,Textiles,Textiles,2051,4374,294291,93,Pune,Pune,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,cotton fabric rolls,Textiles,Textiles,1833,2303,402753,172,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,industrial textile material,Textiles,Textiles,2339,4745,355773,123,Mumbai,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,industrial textile material,Textiles,Textiles,2998,3703,300665,64,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,woven cotton cloth,Textiles,Textiles,6330,10217,859970,101,Pune Maharashtra,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,woven cotton cloth,Textiles,Textiles,3197,6857,176586,42,Pune,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,polyester fabric,Textiles,Textiles,1726,2224,90200,49,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,polyester fabric,Textiles,Textiles,512,895,51478,77,Mumbai,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,hydraulic fittings,Textiles,Logistics,4278,4378,342240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,mechanical couplings,Textiles,Raw Materials,1141,1241,91280,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,industrial machine parts,Textiles,Raw Materials,4176,4276,334080,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,precision machined components,Textiles,Packaging,2168,2268,173440,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,cotton fabric rolls,Textiles,Textiles,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polyester fabric,cotton fabric rolls,Textiles,Textiles,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,hydraulic fittings,Industrial Components,Industrial Components,6794,14326,395239,47,Chennai,Chennai,30 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,hydraulic fittings,Industrial Components,Industrial Components,3068,5418,132256,29,Pune,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,mechanical couplings,Industrial Components,Industrial Components,4482,7999,461755,98,Pune Maharashtra,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,mechanical couplings,Industrial Components,Industrial Components,2606,4109,481604,163,Mumbai,Mumbai,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,industrial machine parts,Industrial Components,Industrial Components,1648,2335,441892,185,Pune Maharashtra,Pune Maharashtra,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,industrial machine parts,Industrial Components,Industrial Components,5449,8684,877310,130,Pune,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
